DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityStartTimeZone,ActivityEndDate,ActivityEndTime,ActivityEndTimeZone,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-22,,,,,,,,,"Temperature, water",,,19,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-22,,,,,,,,,pH,,,7,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-22,,,,,,,,,Nitrate,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW050,"Ottawa River, Morris Island Conservation Area",45.462117,-76.268409,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-22,,,,,,,,,"Temperature, water",,,18,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW050,"Ottawa River, Morris Island Conservation Area",45.462117,-76.268409,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-22,,,,,,,,,Conductivity,,,24.8,uS/cm,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW050,"Ottawa River, Morris Island Conservation Area",45.462117,-76.268409,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-22,,,,,,,,,pH,,,6.5,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW050,"Ottawa River, Morris Island Conservation Area",45.462117,-76.268409,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-22,,,,,,,,,"Temperature, air",,,19,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-22,,,,,,,,,"Temperature, air",,,19,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-22,,,,,,,,,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW043,"Ottawa River, Luskville, Mid-Channel",45.484316,-76.005378,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-24,,,,,,,,,"Temperature, air",,,27,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW043,"Ottawa River, Luskville, Mid-Channel",45.484316,-76.005378,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-24,,,,,,,,,"Temperature, water",,,22,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW043,"Ottawa River, Luskville, Mid-Channel",45.484316,-76.005378,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-24,,,,,,,,,pH,,,7,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW043,"Ottawa River, Luskville, Mid-Channel",45.484316,-76.005378,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-24,,,,,,,,,Nitrate,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW043,"Ottawa River, Luskville, Mid-Channel",45.484316,-76.005378,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-24,,,,,,,,,"Depth, Secchi disk depth",,,1.25,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW043,"Ottawa River, Luskville, Mid-Channel",45.484316,-76.005378,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-24,,,,,,,,,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW010,"Ottawa River, Hawkesbury, Laurin Island",45.60885,-74.58261,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-25,,,,,,,,,pH,,,6,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW006,"Hawkesbury Creek, South Of Bon Pasteur Bridge",45.60666,-74.61784,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-25,,,,,,,,,"Temperature, air",,,27,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW010,"Ottawa River, Hawkesbury, Laurin Island",45.60885,-74.58261,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-25,,,,,,,,,"Temperature, water",,,22,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW006,"Hawkesbury Creek, South Of Bon Pasteur Bridge",45.60666,-74.61784,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-25,,,,,,,,,"Temperature, water",,,24,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW010,"Ottawa River, Hawkesbury, Laurin Island",45.60885,-74.58261,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-25,,,,,,,,,"Temperature, air",,,24,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW010,"Ottawa River, Hawkesbury, Laurin Island",45.60885,-74.58261,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-25,,,,,,,,,"Depth, Secchi disk depth",,,0.96,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW006,"Hawkesbury Creek, South Of Bon Pasteur Bridge",45.60666,-74.61784,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-25,,,,,,,,,pH,,,7,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW011,"Ottawa River, Hawkesbury, Mid-Channel",45.613141,-74.5841,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,pH,,,4,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW052,"Mississippi River, Beaver Island",45.437791,-76.280479,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,pH,,,7,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW052,"Mississippi River, Beaver Island",45.437791,-76.280479,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,"Temperature, water",,,25,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW011,"Ottawa River, Hawkesbury, Mid-Channel",45.613141,-74.5841,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,"Depth, Secchi disk depth",,,1.23,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW011,"Ottawa River, Hawkesbury, Mid-Channel",45.613141,-74.5841,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-26,,,,,,,,,"Temperature, air",,,29,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW011,"Ottawa River, Hawkesbury, Mid-Channel",45.613141,-74.5841,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,"Temperature, water",,,21,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW051,"Madawaska River, Arnprior, Mouth B",45.443125,-76.349176,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,"Temperature, water",,,23,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW052,"Mississippi River, Beaver Island",45.437791,-76.280479,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-26,,,,,,,,,"Temperature, air",,,29.5,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW051,"Madawaska River, Arnprior, Mouth B",45.443125,-76.349176,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-26,,,,,,,,,"Temperature, air",,,29,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW053,"Ottawa River, Lavergne Bay A",45.452093,-76.283569,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-26,,,,,,,,,"Temperature, air",,,27.5,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW051,"Madawaska River, Arnprior, Mouth B",45.443125,-76.349176,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,"Depth, Secchi disk depth",,,1.61,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW053,"Ottawa River, Lavergne Bay A",45.452093,-76.283569,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,"Temperature, water",,,24,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW051,"Madawaska River, Arnprior, Mouth B",45.443125,-76.349176,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,pH,,,6,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW053,"Ottawa River, Lavergne Bay A",45.452093,-76.283569,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,"Depth, Secchi disk depth",,,1.22,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW052,"Mississippi River, Beaver Island",45.437791,-76.280479,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,"Depth, Secchi disk depth",,,2.11,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW053,"Ottawa River, Lavergne Bay A",45.452093,-76.283569,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-26,,,,,,,,,pH,,,7.2,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW033,"Ottawa River, Dowstream Portage Du Fort",45.570618,-76.665802,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,pH,,,6,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW036,"Ottawa River, Upstream Of Portage-Du-Fort",45.627102,-76.670784,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,Nitrate,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW033,"Ottawa River, Dowstream Portage Du Fort",45.570618,-76.665802,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,"Temperature, water",,,20,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW036,"Ottawa River, Upstream Of Portage-Du-Fort",45.627102,-76.670784,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,pH,,,6,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW036,"Ottawa River, Upstream Of Portage-Du-Fort",45.627102,-76.670784,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,Dissolved oxygen (DO),,,0.01,mg/L,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW033,"Ottawa River, Dowstream Portage Du Fort",45.570618,-76.665802,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,Nitrate,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW033,"Ottawa River, Dowstream Portage Du Fort",45.570618,-76.665802,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-27,,,,,,,,,"Temperature, air",,,29,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW037,"Ottawa River, Westboro, Mid-Channel B",45.39526,-75.772018,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-27,,,,,,,,,"Temperature, air",,,25,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW037,"Ottawa River, Westboro, Mid-Channel B",45.39526,-75.772018,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,pH,,,7,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW036,"Ottawa River, Upstream Of Portage-Du-Fort",45.627102,-76.670784,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-27,,,,,,,,,"Temperature, air",,,31.1,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW037,"Ottawa River, Westboro, Mid-Channel B",45.39526,-75.772018,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,"Temperature, water",,,22,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW033,"Ottawa River, Dowstream Portage Du Fort",45.570618,-76.665802,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW036,"Ottawa River, Upstream Of Portage-Du-Fort",45.627102,-76.670784,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,"Depth, Secchi disk depth",,,1.5,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW037,"Ottawa River, Westboro, Mid-Channel B",45.39526,-75.772018,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,"Depth, Secchi disk depth",,,1.5,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW036,"Ottawa River, Upstream Of Portage-Du-Fort",45.627102,-76.670784,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,"Temperature, water",,,20.5,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW033,"Ottawa River, Dowstream Portage Du Fort",45.570618,-76.665802,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,"Depth, Secchi disk depth",,,1.5,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW036,"Ottawa River, Upstream Of Portage-Du-Fort",45.627102,-76.670784,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-27,,,,,,,,,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW054,"Ottawa River, Lavergne Peninsula D",45.46411,-76.282883,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-28,,,,,,,,,pH,,,7,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW054,"Ottawa River, Lavergne Peninsula D",45.46411,-76.282883,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-28,,,,,,,,,"Temperature, air",,,24,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW054,"Ottawa River, Lavergne Peninsula D",45.46411,-76.282883,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-28,,,,,,,,,"Temperature, water",,,20,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW054,"Ottawa River, Lavergne Peninsula D",45.46411,-76.282883,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-28,,,,,,,,,"Depth, Secchi disk depth",,,2,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW055,"Mississippi River, Snye Channel B",45.434727,-76.271929,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,Nitrate,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,Nitrate,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,"Temperature, water",,,21,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW055,"Mississippi River, Snye Channel B",45.434727,-76.271929,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,"Depth, Secchi disk depth",,,2.2,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW055,"Mississippi River, Snye Channel B",45.434727,-76.271929,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-29,,,,,,,,,"Temperature, air",,,24.5,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW055,"Mississippi River, Snye Channel B",45.434727,-76.271929,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,"Temperature, water",,,23,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW055,"Mississippi River, Snye Channel B",45.434727,-76.271929,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,pH,,,7,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-06-29,,,,,,,,,"Temperature, air",,,29,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,pH,,,7,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW055,"Mississippi River, Snye Channel B",45.434727,-76.271929,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,"Depth, Secchi disk depth",,,2,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW013,"Ottawa River, Lavergne Peninsula A, Mid-Channel",45.464919,-76.289663,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-06-29,,,,,,,,,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW056,"Ottawa River, Ottawa Rowing Club",45.435277,-75.700157,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-01,,,,,,,,,"Depth, Secchi disk depth",,,1.5,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW056,"Ottawa River, Ottawa Rowing Club",45.435277,-75.700157,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-01,,,,,,,,,pH,,,6,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW056,"Ottawa River, Ottawa Rowing Club",45.435277,-75.700157,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-07-01,,,,,,,,,"Temperature, air",,,22,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW056,"Ottawa River, Ottawa Rowing Club",45.435277,-75.700157,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-01,,,,,,,,,"Temperature, water",,,20,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW058,"Ottawa River, Arnprior, Mouth Of Madawaska River B",45.445259,-76.343994,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,"Temperature, water",,,23.7,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW058,"Ottawa River, Arnprior, Mouth Of Madawaska River B",45.445259,-76.343994,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,Conductivity,,,50.4,uS/cm,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW041,"Ottawa River, Norway Bay, Pier",45.516015,-76.429325,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,"Temperature, water",,,22,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW052,"Mississippi River, Beaver Island",45.437791,-76.280479,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,"Temperature, water",,,25.7,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW052,"Mississippi River, Beaver Island",45.437791,-76.280479,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,Conductivity,,,228,uS/cm,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW051,"Madawaska River, Arnprior, Mouth B",45.443125,-76.349176,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,"Temperature, water",,,23.8,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW057,"Ottawa River, Arnprior, Mid-Channel",45.453433,-76.353693,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,"Temperature, water",,,23.7,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW057,"Ottawa River, Arnprior, Mid-Channel",45.453433,-76.353693,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,pH,,,7.65,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW041,"Ottawa River, Norway Bay, Pier",45.516015,-76.429325,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,"Depth, Secchi disk depth",,,1.3,m,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW057,"Ottawa River, Arnprior, Mid-Channel",45.453433,-76.353693,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,Conductivity,,,50.7,uS/cm,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW058,"Ottawa River, Arnprior, Mouth Of Madawaska River B",45.445259,-76.343994,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,pH,,,7.67,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW051,"Madawaska River, Arnprior, Mouth B",45.443125,-76.349176,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,Conductivity,,,51.54,uS/cm,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW051,"Madawaska River, Arnprior, Mouth B",45.443125,-76.349176,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,pH,,,7.99,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW052,"Mississippi River, Beaver Island",45.437791,-76.280479,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-07,,,,,,,,,pH,,,8.66,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW060,"Rideau River, Overbrook Parallel With Drouin Ave, Ottawa",45.422797,-75.667573,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-27,,,,,,,,,"Temperature, water",,,27.4,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW059,"Grahams Creek, Near Nanaimo Dr, Ottawa",45.339721,-75.804029,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-27,,,,,,,,,Conductivity,,,1220,uS/cm,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW060,"Rideau River, Overbrook Parallel With Drouin Ave, Ottawa",45.422797,-75.667573,WGS84,,,,,River/Stream,Field Msr/Obs,Ambient Air,2016-07-27,,,,,,,,,"Temperature, air",,,29,deg C,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW060,"Rideau River, Overbrook Parallel With Drouin Ave, Ottawa",45.422797,-75.667573,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-27,,,,,,,,,pH,,,8,None,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW060,"Rideau River, Overbrook Parallel With Drouin Ave, Ottawa",45.422797,-75.667573,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-27,,,,,,,,,Conductivity,,,477,uS/cm,Actual,,,,,,,,,,,,,,
Ottawa Riverkeeper Riverwatch Data,RW060,"Rideau River, Overbrook Parallel With Drouin Ave, Ottawa",45.422797,-75.667573,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2016-07-27,,,,,,,,,Total hardness,,,125,mg/L,Actual,,,,,,,,,,,,,,
